airline_id,departureDate,departureAirport_id,arrivalAirport_id,duration,price,availability
1,30/09/2015 06:00,2,1,4,300,Available
1,21/09/2015 06:00,2,1,4,300,Available
1,02/09/2015 06:00,2,1,4,300,Available
1,04/09/2015 06:00,2,1,4,300,Available
1,07/09/2015 06:00,2,1,4,300,Available
1,11/09/2015 06:00,2,1,4,300,Available
1,15/09/2015 06:00,2,1,4,300,Available
1,30/09/2015 06:00,3,1,4,300,Available
1,21/09/2015 06:00,3,1,4,300,Available
1,02/09/2015 06:00,3,1,4,300,Available
1,04/09/2015 06:00,3,1,4,300,Available
1,07/09/2015 06:00,3,1,4,300,Available
1,11/09/2015 06:00,3,1,4,300,Available
1,15/09/2015 06:00,3,1,4,300,Available
1,30/09/2015 06:00,4,1,4,300,Available
1,21/09/2015 06:00,4,1,4,300,Available
1,02/09/2015 06:00,4,1,4,300,Available
1,04/09/2015 06:00,4,1,4,300,Available
1,07/09/2015 06:00,4,1,4,300,Available
1,11/09/2015 06:00,4,1,4,300,Available
1,15/09/2015 06:00,4,1,4,300,Available
1,30/09/2015 06:00,5,1,4,300,Available
1,21/09/2015 06:00,5,1,4,300,Available
1,02/09/2015 06:00,5,1,4,300,Available
1,04/09/2015 06:00,5,1,4,300,Available
1,07/09/2015 06:00,5,1,4,300,Available
1,11/09/2015 06:00,5,1,4,300,Available
1,15/09/2015 06:00,5,1,4,300,Available
1,30/09/2015 06:00,6,1,4,300,Available
1,21/09/2015 06:00,6,1,4,300,Available
1,02/09/2015 06:00,6,1,4,300,Available
1,04/09/2015 06:00,6,1,4,300,Available
1,07/09/2015 06:00,6,1,4,300,Available
1,11/09/2015 06:00,6,1,4,300,Available
1,15/09/2015 06:00,6,1,4,300,Available
1,30/09/2015 06:00,7,1,4,300,Available
1,21/09/2015 06:00,7,1,4,300,Available
1,02/09/2015 06:00,7,1,4,300,Available
1,04/09/2015 06:00,7,1,4,300,Available
1,07/09/2015 06:00,7,1,4,300,Available
1,11/09/2015 06:00,7,1,4,300,Available
1,15/09/2015 06:00,7,1,4,300,Available
1,30/09/2015 06:00,8,1,4,300,Available
